Date,Open,High,Low,Close,Adj Close,Volume
2019-09-09,79.199997,79.199997,77.525002,77.500000,77.500000,1908
2019-09-10,75.500000,75.500000,75.500000,77.500000,77.500000,1326
2019-09-11,75.000000,75.000000,68.000000,68.000000,68.000000,24984
2019-09-12,70.410004,70.410004,70.000000,67.000000,67.000000,2011
2019-09-13,66.675003,70.000000,66.349998,66.000000,66.000000,105098
2019-09-16,69.500000,72.550003,68.949997,70.500000,70.500000,110805
2019-09-17,70.500000,73.599998,68.500000,72.000000,72.000000,24319
2019-09-18,70.000000,70.000000,65.000000,67.500000,67.500000,1593499
2019-09-19,66.500000,76.449997,65.000000,74.500000,74.500000,6418216
2019-09-20,71.500000,94.000000,71.000000,81.750000,81.750000,1463495
2019-09-23,85.000000,87.750000,77.000000,80.500000,80.500000,376553
2019-09-24,78.099998,78.099998,78.099998,80.500000,80.500000,10911
2019-09-25,81.879997,82.250000,81.879997,81.500000,81.500000,17000
2019-09-26,84.000000,93.175003,79.263000,89.500000,89.500000,752169
2019-09-27,87.000000,102.349998,86.000000,100.000000,100.000000,106832
2019-09-30,102.000000,102.000000,94.449997,101.000000,101.000000,110006
2019-10-01,105.000000,123.000000,100.000000,118.000000,118.000000,263585
2019-10-02,118.959999,125.919998,116.349998,121.500000,121.500000,298461
2019-10-03,123.919998,124.180000,120.150002,122.500000,122.500000,3897
2019-10-04,126.000000,126.000000,116.000000,116.000000,116.000000,24332
2019-10-07,114.000000,115.980003,105.000000,104.000000,104.000000,59438
2019-10-08,120.000000,130.000000,115.089996,124.000000,124.000000,488412
2019-10-09,130.000000,130.000000,120.000000,126.000000,126.000000,150745
2019-10-10,127.000000,127.644997,120.099998,126.000000,126.000000,122291
2019-10-11,127.000000,130.000000,125.050003,129.000000,129.000000,77339
2019-10-14,131.000000,131.000000,125.050003,128.000000,128.000000,13671
2019-10-15,125.000000,126.000000,106.150002,115.500000,115.500000,108487
2019-10-16,113.000000,118.500000,108.000000,108.000000,108.000000,56769
2019-10-17,110.099998,113.400002,110.099998,110.000000,110.000000,2126
2019-10-18,108.000000,113.400002,105.000000,107.000000,107.000000,15246
2019-10-21,111.000000,111.000000,108.500000,107.000000,107.000000,400222
2019-10-22,111.000000,111.000000,107.150002,108.500000,108.500000,2731
2019-10-23,105.000000,106.000000,104.000000,102.000000,102.000000,17795
2019-10-24,101.000000,104.000000,94.349998,97.500000,97.500000,95439
2019-10-25,99.900002,99.900002,94.755997,97.500000,97.500000,57906
2019-10-28,99.500000,99.900002,94.755997,97.500000,97.500000,5863
2019-10-29,94.000000,96.750000,90.000000,95.000000,95.000000,216962
2019-10-30,98.000000,98.000000,91.224998,93.000000,93.000000,163051
2019-10-31,90.500000,95.313004,88.000000,89.000000,89.000000,128080
2019-11-01,88.000000,91.000000,87.955002,91.000000,91.000000,14635396
2019-11-04,98.000000,126.000000,98.000000,122.000000,122.000000,2599074
2019-11-05,118.000000,118.699997,109.000000,110.500000,110.500000,73070
2019-11-06,113.000000,122.919998,98.250000,103.000000,103.000000,278175
2019-11-07,99.510002,102.000000,99.510002,100.500000,100.500000,53767
2019-11-08,100.000000,101.800003,99.510002,100.500000,100.500000,5220
2019-11-11,98.500000,101.769997,94.040001,94.500000,94.500000,41457
2019-11-12,99.000000,99.000000,97.000000,94.750000,94.750000,4258
2019-11-13,93.500000,97.500000,93.065002,94.750000,94.750000,34175
2019-11-14,93.565002,95.580002,93.500000,94.750000,94.750000,4047
2019-11-15,93.565002,95.099998,93.565002,94.750000,94.750000,2239
2019-11-18,93.000000,94.000000,90.000000,90.500000,90.500000,37919
2019-11-19,90.000000,94.500000,89.000000,88.500000,88.500000,134735
2019-11-20,87.470001,89.220001,87.470001,87.750000,87.750000,19297
2019-11-21,89.000000,93.275002,88.500000,90.750000,90.750000,757527
2019-11-22,91.000000,94.500000,88.000000,89.000000,89.000000,59590
2019-11-25,90.000000,92.500000,88.044998,89.000000,89.000000,81700
2019-11-26,89.000000,89.000000,88.000000,87.500000,87.500000,30229
2019-11-27,88.000000,91.500000,87.055000,88.000000,88.000000,278375
2019-11-28,88.000000,91.400002,88.000000,90.000000,90.000000,645852
2019-11-29,90.000000,98.000000,90.000000,93.500000,93.500000,220748
2019-12-02,96.070000,96.070000,92.699997,93.750000,93.750000,11575
2019-12-03,98.500000,98.500000,93.000000,94.750000,94.750000,39280
2019-12-04,93.000000,107.849998,92.469002,107.000000,107.000000,431099
2019-12-05,106.000000,114.400002,106.000000,109.500000,109.500000,258542
2019-12-06,108.199997,113.000000,108.199997,110.000000,110.000000,194154
2019-12-09,105.000000,109.795998,103.099998,107.000000,107.000000,34775
2019-12-10,104.000000,109.000000,104.000000,104.500000,104.500000,11369
2019-12-11,107.000000,107.000000,102.000000,102.000000,102.000000,23586
2019-12-12,102.000000,105.795998,100.000000,100.000000,100.000000,62044
2019-12-13,100.599998,103.795998,100.599998,101.500000,101.500000,1257
2019-12-16,100.000000,101.000000,99.000000,99.500000,99.500000,85567
2019-12-17,99.000000,100.000000,97.449997,99.500000,99.500000,11215
2019-12-18,101.000000,101.000000,99.040001,99.500000,99.500000,98122
2019-12-19,98.175003,100.334999,98.175003,98.500000,98.500000,22
2019-12-20,97.000000,100.000000,95.750000,97.000000,97.000000,41073
2019-12-23,99.500000,100.000000,97.601997,100.000000,100.000000,49830
2019-12-24,97.500000,97.500000,97.500000,97.500000,97.500000,0
2019-12-27,99.500000,100.000000,96.099998,100.000000,100.000000,12221
2019-12-30,100.000000,100.000000,95.518997,99.000000,99.000000,28242
2019-12-31,100.000000,100.000000,96.175003,100.000000,100.000000,2110
2020-01-02,99.000000,99.074997,99.000000,98.500000,98.500000,1846
2020-01-03,95.500000,100.000000,95.500000,97.500000,97.500000,73800
2020-01-06,99.771004,100.000000,97.525002,97.500000,97.500000,50519
2020-01-07,100.000000,102.000000,98.074997,100.000000,100.000000,145268
2020-01-08,102.000000,103.000000,100.500000,100.250000,100.250000,17690
2020-01-09,101.199997,101.199997,98.500000,100.750000,100.750000,19398
2020-01-10,100.800003,100.800003,100.750000,100.500000,100.500000,3523
2020-01-13,98.730003,100.800003,98.724998,100.500000,100.500000,19469
2020-01-14,99.000000,101.000000,98.724998,101.000000,101.000000,28028
2020-01-15,100.000000,100.888000,99.099998,100.500000,100.500000,141468
2020-01-16,102.000000,102.000000,98.040001,99.500000,99.500000,17056
2020-01-17,100.888000,101.720001,100.849998,99.000000,99.000000,7005
2020-01-20,100.849998,100.849998,100.849998,100.000000,100.000000,1301
2020-01-21,99.500000,100.800003,98.000000,97.000000,97.000000,54624
2020-01-22,101.000000,101.000000,96.500000,97.500000,97.500000,9012
2020-01-23,96.589996,99.750000,96.589996,97.250000,97.250000,30841
2020-01-24,98.000000,98.400002,96.000000,96.000000,96.000000,72679
2020-01-27,93.230003,97.402000,93.224998,93.500000,93.500000,109522
2020-01-28,97.500000,98.750000,95.949997,97.500000,97.500000,33087
2020-01-29,98.750000,98.750000,95.949997,97.500000,97.500000,13430
2020-01-30,98.699997,100.000000,96.250000,97.500000,97.500000,84889
2020-01-31,101.000000,102.747002,96.250000,100.000000,100.000000,177936
2020-02-03,101.930000,102.000000,98.750000,100.000000,100.000000,110068
2020-02-04,99.111000,102.000000,99.111000,101.000000,101.000000,89666
2020-02-05,100.000000,101.000000,98.000000,100.000000,100.000000,27964
2020-02-06,98.000000,100.000000,98.000000,100.000000,100.000000,160538
2020-02-07,97.500000,98.570000,97.000000,99.500000,99.500000,24335
2020-02-10,96.500000,96.500000,90.000000,92.750000,92.750000,168235
2020-02-11,92.750000,92.750000,92.750000,92.750000,92.750000,0
2020-02-12,92.000000,98.570000,77.500000,79.000000,79.000000,208604
2020-02-13,81.500000,81.500000,64.500000,75.000000,75.000000,406628
2020-02-14,73.500000,75.000000,70.000000,69.500000,69.500000,65911
2020-02-17,68.500000,72.500000,68.495003,69.250000,69.250000,220014
2020-02-18,57.000000,62.000000,52.354000,61.250000,61.250000,1910947
2020-02-19,60.000000,79.889999,59.000000,70.000000,70.000000,1260230
2020-02-20,68.000000,70.000000,65.900002,67.500000,67.500000,225673
2020-02-21,69.000000,69.000000,67.099998,68.000000,68.000000,275163
2020-02-24,65.000000,67.699997,61.150002,63.250000,63.250000,105724
2020-02-25,63.000000,64.500000,62.820000,63.500000,63.500000,240359
2020-02-26,63.500000,65.000000,60.099998,61.000000,61.000000,163708
2020-02-27,60.000000,61.750000,58.000000,58.500000,58.500000,61197
2020-02-28,57.000000,57.049999,53.209999,53.750000,53.750000,103578
2020-03-02,55.500000,57.299999,53.520000,56.000000,56.000000,138112
2020-03-03,57.000000,59.174999,56.599998,58.000000,58.000000,125980
2020-03-04,57.000000,57.500000,55.000000,55.500000,55.500000,283789
2020-03-05,55.000000,56.799999,54.000000,53.500000,53.500000,38912
2020-03-06,53.000000,54.500000,48.200001,49.000000,49.000000,110221
2020-03-09,46.200001,47.981998,45.000000,45.299999,45.299999,106647
2020-03-10,46.200001,52.000000,44.018002,50.750000,50.750000,969571
2020-03-11,50.000000,51.000000,49.000000,48.900002,48.900002,286742
2020-03-12,46.200001,49.532001,44.000000,44.900002,44.900002,585384
2020-03-13,45.000000,45.000000,43.000000,43.000000,43.000000,111387
2020-03-16,42.000000,42.000000,38.000000,37.599998,37.599998,119440
2020-03-17,40.000000,40.000000,24.000000,27.400000,27.400000,2688472
2020-03-18,28.000000,32.340000,26.000000,26.000000,26.000000,991043
2020-03-19,27.000000,27.530001,25.000000,25.600000,25.600000,164520
2020-03-20,25.200001,27.500000,23.500000,24.799999,24.799999,235508
2020-03-23,25.000000,26.000000,24.000000,24.500000,24.500000,205448
2020-03-24,25.000000,25.365000,23.990000,23.500000,23.500000,173021
2020-03-25,27.000000,27.799999,25.000000,26.500000,26.500000,737705
