Date,Open,High,Low,Close,Adj Close,Volume
2019-11-01,57859.500000,57859.500000,57859.500000,57859.500000,57859.500000,0
2019-11-04,58052.000000,58325.101563,58023.000000,58349.500000,58349.500000,103
2019-11-05,58521.000000,58521.000000,58521.000000,58521.000000,58521.000000,0
2019-11-06,58460.000000,58460.000000,58460.000000,58460.000000,58460.000000,0
2019-11-07,58746.000000,58756.000000,58746.000000,59167.500000,59167.500000,132
2019-11-08,59180.000000,59180.000000,59180.000000,59180.000000,59180.000000,0
2019-11-11,58774.000000,58774.000000,58774.000000,58774.000000,58774.000000,0
2019-11-12,59358.500000,59358.500000,59358.500000,59358.500000,59358.500000,0
2019-11-13,58966.000000,59069.000000,58966.000000,59059.500000,59059.500000,44
2019-11-14,59142.000000,59142.000000,59142.000000,59075.000000,59075.000000,4
2019-11-15,59398.000000,59398.000000,59398.000000,59398.000000,59398.000000,0
2019-11-18,58924.000000,58924.000000,58924.000000,58924.000000,58924.000000,0
2019-11-19,59155.500000,59155.500000,59155.500000,59155.500000,59155.500000,0
2019-11-20,59041.000000,59105.000000,59035.300781,59101.000000,59101.000000,87
2019-11-21,58719.500000,58719.500000,58719.500000,58719.500000,58719.500000,0
2019-11-22,59079.000000,59079.000000,59079.000000,59079.000000,59079.000000,0
2019-11-25,59234.500000,59234.500000,59234.500000,59234.500000,59234.500000,0
2019-11-26,59690.000000,59690.000000,59690.000000,59690.000000,59690.000000,0
2019-11-27,59603.000000,59603.000000,59603.000000,59603.000000,59603.000000,0
2019-11-28,59578.000000,59578.000000,59578.000000,59578.000000,59578.000000,0
2019-11-29,59387.000000,59387.000000,59387.000000,59387.000000,59387.000000,0
2019-12-02,58712.000000,58712.000000,58712.000000,58712.000000,58712.000000,0
2019-12-03,57559.000000,57559.000000,57559.000000,57559.000000,57559.000000,0
2019-12-04,57882.500000,57882.500000,57882.500000,57882.500000,57882.500000,0
2019-12-05,57524.500000,57524.500000,57524.500000,57524.500000,57524.500000,0
2019-12-06,58316.500000,58316.500000,58316.500000,58316.500000,58316.500000,0
2019-12-09,58124.000000,58124.000000,58124.000000,58124.000000,58124.000000,0
2019-12-10,57824.500000,57824.500000,57824.500000,57824.500000,57824.500000,0
2019-12-11,57842.500000,57842.500000,57842.500000,57842.500000,57842.500000,0
2019-12-12,57996.000000,57996.000000,57996.000000,58403.500000,58403.500000,519
2019-12-13,57776.000000,57781.000000,57678.000000,57485.000000,57485.000000,810
2019-12-16,57633.000000,57633.000000,57633.000000,58169.500000,58169.500000,43
2019-12-17,58824.000000,58824.000000,58824.000000,58824.000000,58824.000000,0
2019-12-18,59089.000000,59089.000000,59089.000000,59196.000000,59196.000000,1
2019-12-19,59718.500000,59718.500000,59718.500000,59718.500000,59718.500000,0
2019-12-20,59994.500000,59994.500000,59994.500000,59994.500000,59994.500000,0
2019-12-23,60659.000000,60659.000000,60659.000000,60659.000000,60659.000000,0
2019-12-24,60489.500000,60489.500000,60489.500000,60489.500000,60489.500000,0
2019-12-27,60164.000000,60164.000000,60164.000000,60164.000000,60164.000000,0
2019-12-30,59536.000000,59536.000000,59536.000000,59536.000000,59536.000000,0
2019-12-31,59234.000000,59234.000000,59234.000000,59234.000000,59234.000000,0
2020-01-02,59969.699219,59969.699219,59969.699219,59671.500000,59671.500000,85
2020-01-03,59416.000000,59420.000000,59383.000000,59595.500000,59595.500000,134
2020-01-06,59299.000000,59299.000000,59299.000000,59299.000000,59299.000000,0
2020-01-07,59554.000000,59788.000000,59543.000000,59742.000000,59742.000000,132
2020-01-08,59921.000000,59921.000000,59921.000000,59921.000000,59921.000000,0
2020-01-09,60518.500000,60518.500000,60518.500000,60518.500000,60518.500000,0
2020-01-10,60737.000000,60737.000000,60737.000000,60630.000000,60630.000000,4
2020-01-13,61097.000000,61097.000000,61097.000000,61097.000000,61097.000000,0
2020-01-14,61352.000000,61359.000000,61349.000000,61230.000000,61230.000000,126
2020-01-15,61007.000000,61007.000000,61007.000000,61287.500000,61287.500000,1
2020-01-16,61317.000000,61317.000000,61317.000000,61317.000000,61317.000000,0
2020-01-17,61943.000000,61979.000000,61896.000000,61794.500000,61794.500000,595
2020-01-20,62017.000000,62017.000000,62017.000000,62017.000000,62017.000000,0
2020-01-21,61952.500000,61952.500000,61952.500000,61747.500000,61747.500000,2
2020-01-22,61441.500000,61441.500000,61441.500000,61441.500000,61441.500000,0
2020-01-23,61244.000000,61244.000000,61244.000000,61244.000000,61244.000000,0
2020-01-24,61753.500000,61753.500000,61753.500000,61753.500000,61753.500000,0
2020-01-27,60438.500000,60438.500000,60438.500000,60438.500000,60438.500000,0
2020-01-28,61367.000000,61367.000000,61367.000000,61367.000000,61367.000000,0
2020-01-29,61518.500000,61518.500000,61518.500000,61518.500000,61518.500000,0
2020-01-30,60873.000000,60873.000000,60850.000000,60536.000000,60536.000000,82
2020-01-31,60837.000000,60837.000000,60829.000000,59665.000000,59665.000000,126
2020-02-03,60729.500000,60729.500000,60729.500000,60729.500000,60729.500000,0
2020-02-04,61412.500000,61412.500000,61412.500000,61412.500000,61412.500000,0
2020-02-05,61879.000000,61879.000000,61879.000000,61981.000000,61981.000000,8
2020-02-06,62311.000000,62692.699219,62311.000000,62807.000000,62807.000000,196
2020-02-07,62922.000000,62950.000000,62922.000000,62817.500000,62817.500000,48
2020-02-10,62817.500000,62817.500000,62817.500000,62817.500000,62817.500000,0
2020-02-11,62817.500000,62817.500000,62817.500000,62817.500000,62817.500000,0
2020-02-12,63058.000000,63137.000000,63032.000000,63120.500000,63120.500000,800
2020-02-13,62805.500000,62805.500000,62805.500000,62805.500000,62805.500000,0
2020-02-14,62908.000000,62908.000000,62908.000000,62908.000000,62908.000000,0
2020-02-17,63126.000000,63126.000000,63126.000000,63126.000000,63126.000000,0
2020-02-18,62652.000000,62652.000000,62652.000000,62652.000000,62652.000000,0
2020-02-19,63556.000000,63556.000000,63556.000000,63556.000000,63556.000000,0
2020-02-20,63760.000000,63800.000000,63724.000000,63329.500000,63329.500000,134
2020-02-21,62580.000000,62580.000000,62580.000000,62580.000000,62580.000000,0
2020-02-24,61203.000000,61203.000000,60694.000000,60655.000000,60655.000000,2224
2020-02-25,59211.000000,59211.000000,59211.000000,59211.000000,59211.000000,0
2020-02-26,59327.000000,59327.000000,59327.000000,59413.500000,59413.500000,180
2020-02-27,57235.000000,57235.000000,57235.000000,57235.000000,57235.000000,0
2020-02-28,55226.000000,55226.000000,55226.000000,55226.000000,55226.000000,0
2020-03-02,56533.000000,56533.000000,56143.000000,57100.500000,57100.500000,1038
2020-03-03,58397.000000,58397.000000,57919.000000,57396.500000,57396.500000,260
2020-03-04,57651.500000,57651.500000,57651.500000,57651.500000,57651.500000,0
2020-03-05,57083.000000,57171.000000,56983.000000,57407.000000,57407.000000,368
2020-03-06,55484.000000,55484.000000,54417.000000,54491.500000,54491.500000,37
2020-03-09,51386.000000,51386.000000,51386.000000,51386.000000,51386.000000,0
2020-03-10,51273.000000,51273.000000,51273.000000,51273.000000,51273.000000,0
2020-03-11,51811.000000,51855.000000,51617.398438,51645.500000,51645.500000,762
2020-03-12,48107.000000,48959.000000,48107.000000,48153.000000,48153.000000,27
2020-03-13,48731.000000,48731.000000,48730.000000,48386.000000,48386.000000,674
2020-03-16,46556.000000,46556.000000,46419.000000,48393.500000,48393.500000,110
2020-03-17,48295.000000,48296.000000,48295.000000,49133.000000,49133.000000,14
2020-03-18,47204.000000,47205.000000,46778.000000,47595.000000,47595.000000,35
2020-03-19,49061.000000,49061.000000,49061.000000,49196.500000,49196.500000,1
2020-03-20,47717.500000,47717.500000,47717.500000,47717.500000,47717.500000,0
2020-03-23,47173.000000,47174.000000,47173.000000,46785.500000,46785.500000,40
2020-03-24,50060.000000,50060.000000,50060.000000,50060.000000,50060.000000,0
2020-03-25,50600.000000,50712.000000,49874.000000,51354.000000,51354.000000,46
2020-03-26,49527.000000,51422.000000,49527.000000,51381.000000,51381.000000,227
2020-03-27,48931.500000,48931.500000,48931.500000,48931.500000,48931.500000,0
2020-03-30,50125.500000,50125.500000,50125.500000,50125.500000,50125.500000,0
2020-03-31,50455.000000,50492.000000,50455.000000,50720.000000,50720.000000,22
2020-04-01,48401.000000,48401.000000,48401.000000,48401.000000,48401.000000,0
2020-04-02,48297.000000,48297.000000,48297.000000,48297.000000,48297.000000,0
2020-04-03,48205.000000,48205.000000,47823.000000,48465.500000,48465.500000,6
2020-04-06,49589.000000,49589.000000,49589.000000,50456.500000,50456.500000,6
2020-04-07,52214.800781,52214.800781,52214.800781,52425.000000,52425.000000,7
2020-04-08,52233.500000,52233.500000,52233.500000,52233.500000,52233.500000,0
2020-04-09,53682.000000,53682.000000,53682.000000,53682.000000,53682.000000,0
2020-04-14,53177.101563,53177.101563,53177.101563,52903.000000,52903.000000,25
2020-04-15,53068.000000,53068.000000,53068.000000,52026.500000,52026.500000,1
2020-04-16,52617.500000,52617.500000,52617.500000,52617.500000,52617.500000,0
2020-04-17,53462.000000,53462.000000,53148.000000,53321.500000,53321.500000,18
2020-04-20,53970.601563,53970.601563,53970.601563,53830.500000,53830.500000,12
2020-04-21,52953.000000,52953.000000,52953.000000,52204.500000,52204.500000,60
2020-04-22,52997.000000,52997.000000,52997.000000,52997.000000,52997.000000,0
2020-04-23,53763.500000,53763.500000,53763.500000,53763.500000,53763.500000,0
2020-04-24,53056.500000,53056.500000,53056.500000,53056.500000,53056.500000,0
2020-04-27,53920.000000,53920.000000,53920.000000,54356.500000,54356.500000,1
2020-04-28,54694.000000,54694.000000,54694.000000,54567.000000,54567.000000,1
2020-04-29,54887.000000,55534.000000,54887.000000,56171.000000,56171.000000,256
2020-04-30,54768.500000,54768.500000,54768.500000,54768.500000,54768.500000,0
2020-05-01,53855.000000,53855.000000,53855.000000,53855.000000,53855.000000,0
2020-05-04,53476.500000,53476.500000,53476.500000,53476.500000,53476.500000,0
2020-05-05,54758.000000,54758.000000,54758.000000,54758.000000,54758.000000,0
2020-05-06,54646.500000,54646.500000,54646.500000,54646.500000,54646.500000,0
2020-05-07,55596.000000,55596.000000,55596.000000,55596.000000,55596.000000,0
2020-05-11,55899.000000,55899.000000,55899.000000,55899.000000,55899.000000,0
2020-05-12,55922.000000,55922.000000,55922.000000,55922.000000,55922.000000,0
2020-05-13,54305.500000,54305.500000,54305.500000,54305.500000,54305.500000,0
2020-05-14,53382.000000,53685.000000,53382.000000,53682.000000,53682.000000,348
2020-05-15,54595.500000,54595.500000,54595.500000,54595.500000,54595.500000,0
2020-05-18,57055.000000,57055.000000,56462.000000,57001.500000,57001.500000,23
2020-05-19,57195.000000,57195.000000,57195.000000,57195.000000,57195.000000,0
2020-05-20,56908.000000,56908.000000,56908.000000,57619.000000,57619.000000,31
2020-05-21,57287.000000,57287.000000,57287.000000,57287.000000,57287.000000,0
2020-05-22,57266.000000,57266.000000,57266.000000,57266.000000,57266.000000,0
2020-05-26,58524.000000,58545.000000,58524.000000,58390.000000,58390.000000,66
2020-05-27,59275.000000,59275.000000,59072.000000,59205.500000,59205.500000,120
2020-05-28,59604.000000,59604.000000,59604.000000,59604.000000,59604.000000,0
2020-05-29,58563.000000,58563.000000,58563.000000,58563.000000,58563.000000,0
2020-06-01,58726.000000,58726.000000,58726.000000,58726.000000,58726.000000,0
2020-06-02,58604.000000,58604.000000,58604.000000,58604.000000,58604.000000,0
2020-06-03,59842.500000,59842.500000,59842.500000,59842.500000,59842.500000,0
2020-06-04,59986.000000,60186.199219,59986.000000,60022.500000,60022.500000,160
2020-06-05,60382.000000,60382.000000,60382.000000,61660.000000,61660.000000,19
2020-06-08,61906.000000,62016.000000,61428.000000,61958.500000,61958.500000,53
2020-06-09,61879.000000,61943.500000,61844.101563,61491.500000,61491.500000,30
2020-06-10,60783.000000,60783.000000,60783.000000,60783.000000,60783.000000,0
2020-06-11,59556.000000,59556.000000,59556.000000,58894.500000,58894.500000,16
2020-06-12,58960.000000,58973.000000,58960.000000,58391.000000,58391.000000,100
2020-06-15,57569.000000,59556.000000,57569.000000,58390.500000,58390.500000,6
2020-06-16,59569.000000,59569.000000,59569.000000,60288.000000,60288.000000,1
2020-06-17,60456.000000,60456.000000,60456.000000,60456.000000,60456.000000,0
2020-06-18,60778.500000,60778.500000,60778.500000,60778.500000,60778.500000,0
2020-06-19,61822.000000,61830.000000,61822.000000,61296.000000,61296.000000,95
2020-06-22,60310.500000,60310.500000,60310.500000,60310.500000,60310.500000,0
2020-06-23,60722.500000,60722.500000,60722.500000,60722.500000,60722.500000,0
2020-06-24,59328.500000,59328.500000,59328.500000,59328.500000,59328.500000,0
2020-06-25,59302.000000,59302.000000,59302.000000,59302.000000,59302.000000,0
2020-06-26,59898.000000,59898.000000,59885.000000,59064.000000,59064.000000,58
2020-06-29,59607.000000,59607.000000,59607.000000,59607.000000,59607.000000,0
2020-06-30,59728.000000,59728.000000,59728.000000,59807.500000,59807.500000,30
2020-07-01,59996.000000,59996.000000,59996.000000,59804.000000,59804.000000,17
2020-07-02,60223.000000,60297.000000,60223.000000,60382.000000,60382.000000,540
2020-07-03,59848.000000,59848.000000,59848.000000,60092.000000,60092.000000,17
2020-07-06,61042.000000,61042.000000,61042.000000,61042.000000,61042.000000,0
2020-07-07,60641.500000,60641.500000,60641.500000,60641.500000,60641.500000,0
2020-07-08,60387.000000,60387.000000,60387.000000,59707.000000,59707.000000,16
2020-07-09,58879.000000,58880.000000,58879.000000,58858.000000,58858.000000,16
2020-07-10,59548.000000,59548.000000,59548.000000,59548.000000,59548.000000,0
2020-07-13,60996.500000,60996.500000,60996.500000,60996.500000,60996.500000,0
2020-07-14,60745.500000,60745.500000,60745.500000,60745.500000,60745.500000,0
2020-07-15,61458.000000,62024.000000,61366.000000,61848.500000,61848.500000,127
2020-07-16,62090.000000,62232.000000,62090.000000,62118.000000,62118.000000,559
2020-07-17,62341.500000,62341.500000,62341.500000,62341.500000,62341.500000,0
2020-07-20,61711.500000,61711.500000,61711.500000,61711.500000,61711.500000,0
2020-07-21,62096.500000,62096.500000,62096.500000,62096.500000,62096.500000,0
2020-07-22,61973.000000,61973.000000,61973.000000,61923.000000,61923.000000,28
2020-07-23,62219.000000,62306.000000,62219.000000,62254.500000,62254.500000,29
2020-07-24,61521.000000,61805.000000,61481.000000,61400.000000,61400.000000,72
2020-07-27,61034.500000,61034.500000,61034.500000,61034.500000,61034.500000,0
2020-07-28,60765.000000,60765.000000,60765.000000,60765.000000,60765.000000,0
2020-07-29,60298.000000,60298.000000,60298.000000,60584.000000,60584.000000,10
2020-07-30,60295.000000,60358.000000,59880.000000,59868.500000,59868.500000,60
2020-07-31,59615.000000,59700.000000,59209.000000,59315.000000,59315.000000,672
2020-08-03,59928.000000,59928.000000,59928.000000,60278.000000,60278.000000,60
2020-08-04,60347.101563,60347.101563,60347.101563,60365.500000,60365.500000,10
2020-08-05,60440.000000,60440.000000,60440.000000,60775.000000,60775.000000,30
2020-08-06,60753.000000,60753.000000,60753.000000,60753.000000,60753.000000,0
2020-08-07,61561.500000,61561.500000,61561.500000,61561.500000,61561.500000,0
2020-08-10,62252.500000,62252.500000,62252.500000,62252.500000,62252.500000,0
2020-08-11,62695.000000,63224.000000,62695.000000,63146.500000,63146.500000,103
2020-08-12,63206.000000,63208.000000,63206.000000,63094.000000,63094.000000,58
2020-08-13,62692.000000,62692.000000,62692.000000,62692.000000,62692.000000,0
2020-08-14,62349.000000,62784.000000,62349.000000,62749.000000,62749.000000,58
2020-08-17,62582.500000,62582.500000,62582.500000,62582.500000,62582.500000,0
2020-08-18,61849.500000,61849.500000,61849.500000,61849.500000,61849.500000,0
2020-08-19,62190.000000,62190.000000,62190.000000,62190.000000,62190.000000,0
2020-08-20,61891.000000,61891.000000,61688.000000,61745.000000,61745.000000,35
2020-08-21,61628.000000,61628.000000,61628.000000,61979.000000,61979.000000,29
2020-08-24,62971.000000,62971.000000,62400.000000,62905.000000,62905.000000,45
2020-08-25,63435.000000,63435.000000,63029.000000,62909.500000,62909.500000,87
2020-08-26,62922.000000,62981.000000,62846.000000,63024.500000,63024.500000,122
2020-08-27,63648.000000,63648.000000,63629.000000,63481.500000,63481.500000,56
2020-08-28,63207.000000,63207.000000,63207.000000,62745.000000,62745.000000,28
2020-09-01,62316.000000,62394.000000,62316.000000,62355.500000,62355.500000,58
2020-09-02,63512.000000,63756.000000,63512.000000,63865.500000,63865.500000,33
2020-09-03,64620.000000,64702.000000,63152.000000,63213.000000,63213.000000,113
2020-09-04,62901.000000,62983.000000,62518.000000,62407.000000,62407.000000,553
2020-09-07,null,null,null,null,null,null
2020-09-08,63896.000000,63898.000000,63896.000000,63898.000000,63898.000000,56
