,Date,Open,High,Low,Close,Adj Close,Volume
0,2019-07-15,179.0,179.0,176.850006,176.5,175.573502,8890.0
1,2019-07-16,176.5,176.5,173.514999,176.5,175.573502,112350.0
2,2019-07-17,173.0,176.744995,173.0,176.5,175.573502,16623.0
3,2019-07-18,176.5,176.5,176.5,176.5,175.573502,0.0
4,2019-07-19,173.0,176.5,173.0,176.5,175.573502,3815.0
5,2019-07-22,173.0,173.0,173.0,176.5,175.573502,37.0
6,2019-07-23,176.5,176.5,176.5,176.5,175.573502,0.0
7,2019-07-24,176.445007,176.445007,176.445007,176.5,175.573502,34.0
8,2019-07-25,176.445007,176.445007,176.445007,176.5,175.573502,2792.0
9,2019-07-26,176.5,176.5,176.5,176.5,175.573502,0.0
10,2019-07-29,176.5,176.5,176.5,176.5,175.573502,0.0
11,2019-07-30,176.5,176.445007,173.0,176.5,175.573502,24188.0
12,2019-07-31,176.5,175.74899299999996,175.74899299999996,176.5,175.573502,600.0
13,2019-08-01,176.5,175.74899299999996,175.74899299999996,176.5,175.573502,8550.0
14,2019-08-02,176.5,173.0,173.0,176.5,175.573502,2000.0
15,2019-08-05,176.5,173.0,173.0,176.5,175.573502,4309.0
16,2019-08-06,183.5,196.899994,183.0,193.5,192.484253,282217.0
17,2019-08-07,193.5,193.74899299999998,190.0,192.5,191.48950200000002,44403.0
18,2019-08-08,192.5,192.699997,190.0,192.5,191.48950200000002,7317.0
19,2019-08-09,192.5,192.699997,190.0,192.5,191.48950200000002,22208.0
20,2019-08-12,192.5,192.490005,190.0,192.5,191.48950200000002,6694.0
21,2019-08-13,192.5,193.899994,190.0,192.5,191.48950200000002,18137.0
22,2019-08-14,192.5,193.399994,190.0,192.5,191.48950200000002,22654.0
23,2019-08-15,192.5,190.0,172.0,179.0,178.060379,144809.0
24,2019-08-16,179.0,182.0,177.059998,180.0,179.055115,37427.0
25,2019-08-19,180.0,183.0,182.979996,181.0,180.04986599999995,1652.0
26,2019-08-20,181.0,182.800003,177.0,181.0,180.04986599999995,8136.0
27,2019-08-21,181.0,184.0,177.080994,181.0,180.04986599999995,10884.0
28,2019-08-22,181.0,181.800003,177.080994,181.0,180.04986599999995,2271.0
29,2019-08-23,181.0,181.0,181.0,181.0,180.04986599999995,0.0
30,2019-08-27,181.0,183.0,177.080002,181.0,180.04986599999995,1187.0
31,2019-08-28,181.0,181.899994,177.0,181.0,180.04986599999995,29784.0
32,2019-08-29,181.0,182.800003,181.399994,181.0,180.04986599999995,8400.0
33,2019-08-30,181.0,181.0,177.0,180.0,179.055115,13100.0
34,2019-09-02,180.0,180.300003,174.0,177.5,176.568253,34534.0
35,2019-09-03,177.5,179.25,175.0,177.5,176.568253,20532.0
36,2019-09-04,177.5,179.5,178.899994,178.5,177.563004,15676.0
37,2019-09-05,179.0,184.0,180.0,182.5,181.541992,37302.0
38,2019-09-06,182.5,190.0,184.0,187.0,186.018372,107934.0
39,2019-09-09,187.0,194.0,189.75,191.5,190.494751,105220.0
40,2019-09-10,195.0,200.0,184.0,188.0,187.013123,126177.0
41,2019-09-11,188.0,187.449997,184.0,188.0,187.013123,10484.0
