,Date,Open,High,Low,Close,Adj Close,Volume
0,2019-09-16,58.029999,58.23,58.029999,58.465,57.910667000000004,10000.0
1,2019-09-17,58.174999,58.174999,58.174999,58.174999,57.623417,0.0
2,2019-09-18,58.134997999999996,58.134997999999996,58.134997999999996,58.134997999999996,57.583794,0.0
3,2019-09-19,58.564999,58.564999,58.564999,58.564999,58.009719999999994,0.0
4,2019-09-20,58.334998999999996,58.334998999999996,58.334998999999996,58.334998999999996,57.781898,0.0
5,2019-09-23,58.25,58.25,58.25,58.25,57.697708,0.0
6,2019-09-24,58.119999,58.119999,58.119999,58.119999,57.568939,0.0
7,2019-09-25,58.154999,58.154999,58.154999,58.154999,57.603607,0.0
8,2019-09-26,58.139998999999996,58.139998999999996,58.139998999999996,58.139998999999996,57.588749,0.0
9,2019-09-27,58.533297999999995,58.533297999999995,58.533297999999995,58.665001000000004,58.108771999999995,827.0
10,2019-09-30,58.630001,58.630001,58.630001,58.630001,58.074104000000005,0.0
11,2019-10-01,58.720001,58.720001,58.639998999999996,58.564999,58.009719999999994,2432.0
12,2019-10-02,57.857601,57.857601,57.857601,56.84,56.301075,35.0
13,2019-10-03,56.509997999999996,56.509997999999996,56.509997999999996,56.509997999999996,55.974201,0.0
14,2019-10-04,57.705002,57.705002,57.705002,57.705002,57.157875,0.0
15,2019-10-07,58.009997999999996,58.009997999999996,58.009997999999996,58.009997999999996,57.45998,0.0
16,2019-10-08,57.575001,57.575001,57.575001,57.575001,57.029106000000006,0.0
17,2019-10-09,57.610001000000004,57.919998,57.610001000000004,57.685001,57.138065000000005,20241.0
18,2019-10-10,57.889998999999996,57.889998999999996,57.889998999999996,57.889998999999996,57.341118,0.0
19,2019-10-11,57.099998,57.099998,57.099998,57.099998,56.558609,0.0
20,2019-10-14,57.174999,57.174999,57.174999,57.174999,56.6329,0.0
21,2019-10-15,57.014998999999996,57.014998999999996,57.014998999999996,57.014998999999996,56.474415,0.0
22,2019-10-16,56.490002000000004,56.490002000000004,56.490002000000004,56.490002000000004,55.954395,0.0
23,2019-10-17,56.48,56.48,56.48,56.48,55.944489000000004,0.0
24,2019-10-18,56.32,56.32,56.32,56.32,55.786007,0.0
25,2019-10-21,56.035,56.035,56.035,56.035,55.503707999999996,0.0
26,2019-10-22,56.279999,56.279999,56.279999,56.279999,55.746384,0.0
27,2019-10-23,56.400002,56.400002,56.400002,56.400002,55.86525,0.0
28,2019-10-24,56.799999,56.799999,56.799999,56.799999,56.261456,0.0
29,2019-10-25,57.084998999999996,57.084998999999996,57.084998999999996,57.084998999999996,56.543751,0.0
30,2019-10-28,57.290001000000004,57.290001000000004,57.290001000000004,57.290001000000004,56.746811,0.0
31,2019-10-29,57.285,57.285,57.285,57.285,56.741856000000006,0.0
32,2019-10-30,57.150002,57.150002,57.150002,57.150002,56.608139,0.0
33,2019-10-31,56.779999,56.779999,56.779999,56.779999,56.241642000000006,0.0
34,2019-11-01,57.290001000000004,57.290001000000004,57.290001000000004,57.290001000000004,56.746811,0.0
35,2019-11-04,57.810001,57.810001,57.810001,57.810001,57.261879,0.0
36,2019-11-05,57.904999,57.904999,57.904999,57.904999,57.355976,0.0
37,2019-11-06,57.865002000000004,57.865002000000004,57.865002000000004,57.865002000000004,57.316359999999996,0.0
38,2019-11-07,58.470001,58.470001,58.470001,58.470001,57.915623,0.0
39,2019-11-08,58.43,58.43,58.43,58.43,57.875999,0.0
40,2019-11-11,58.084998999999996,58.084998999999996,58.084998999999996,58.084998999999996,57.534271,0.0
41,2019-11-12,58.540001000000004,58.540001000000004,58.540001000000004,58.540001000000004,57.984958999999996,0.0
42,2019-11-13,58.314999,58.314999,58.314999,58.314999,57.762089,0.0
43,2019-11-14,58.259997999999996,58.259997999999996,58.259997999999996,58.259997999999996,57.707611,0.0
44,2019-11-15,58.595001,58.595001,58.595001,58.595001,58.039436,0.0
45,2019-11-18,58.355,58.355,58.355,58.355,57.801712,0.0
46,2019-11-19,58.535,58.535,58.535,58.535,57.980003,0.0
47,2019-11-20,58.615002000000004,58.615002000000004,58.615002000000004,58.615002000000004,58.059245999999995,0.0
48,2019-11-21,58.369999,58.369999,58.369999,58.369999,57.816566,0.0
49,2019-11-22,58.759997999999996,58.759997999999996,58.759997999999996,58.759997999999996,58.20286899999999,0.0
50,2019-11-25,58.904999,58.904999,58.904999,58.904999,58.346497,0.0
51,2019-11-26,59.34,59.34,59.34,59.34,58.77737,0.0
52,2019-11-27,59.34,59.34,59.34,59.34,58.77737,0.0
53,2019-11-28,59.182701,59.182701,59.182701,59.32,58.757560999999995,33.0
54,2019-11-29,59.285099,59.285099,59.285099,59.165001000000004,58.604031000000006,34.0
55,2019-12-02,58.48,58.48,58.48,58.48,57.925526,0.0
56,2019-12-03,57.549999,57.549999,57.549999,57.549999,57.004341000000004,0.0
57,2019-12-04,57.755001,57.755001,57.755001,57.755001,57.207401000000004,0.0
58,2019-12-05,57.6451,57.6451,57.6451,57.52,56.974628,35.0
59,2019-12-06,58.355,58.355,58.355,58.355,57.801712,0.0
60,2019-12-09,58.09,58.09,58.09,58.09,57.539223,0.0
61,2019-12-10,57.884997999999996,57.884997999999996,57.884997999999996,57.884997999999996,57.336166000000006,0.0
62,2019-12-11,57.830002,57.830002,57.830002,57.830002,57.281693000000004,0.0
63,2019-12-12,58.474998,58.474998,58.474998,58.474998,57.92057,0.0
64,2019-12-13,57.509997999999996,57.509997999999996,57.509997999999996,57.509997999999996,56.964721999999995,0.0
65,2019-12-16,58.259997999999996,58.259997999999996,58.259997999999996,58.259997999999996,57.707611,0.0
66,2019-12-17,59.075001,59.075001,59.075001,59.075001,58.514885,0.0
67,2019-12-18,59.419998,59.419998,59.419998,59.419998,58.856613,0.0
68,2019-12-19,59.75,59.75,59.75,59.75,59.183482999999995,0.0
69,2019-12-20,60.044998,60.044998,60.044998,60.044998,59.475685,0.0
70,2019-12-23,60.715,60.715,60.715,60.715,60.139336,0.0
71,2019-12-24,60.555,60.555,60.555,60.555,59.980854,0.0
72,2019-12-27,60.220001,60.220001,60.220001,60.220001,59.649029000000006,0.0
73,2019-12-30,59.66,59.66,59.66,59.66,59.094337,0.0
74,2019-12-31,59.360001000000004,59.360001000000004,59.360001000000004,59.360001000000004,58.797183999999994,0.0
75,2020-01-02,59.904999,59.904999,59.904999,59.904999,59.337013,0.0
76,2020-01-03,60.105,60.105,60.105,60.105,59.535118000000004,0.0
77,2020-01-06,59.740002000000004,59.740002000000004,59.740002000000004,59.740002000000004,59.17358,0.0
78,2020-01-07,60.18,60.18,60.18,60.18,59.609409,0.0
79,2020-01-08,60.424999,60.424999,60.424999,60.424999,59.852084999999995,0.0
80,2020-01-09,60.98,60.98,60.98,60.98,60.401821,0.0
81,2020-01-10,61.110001000000004,61.110001000000004,61.110001000000004,61.110001000000004,60.530590000000004,0.0
82,2020-01-13,61.455002,61.455002,61.455002,61.455002,60.872322,0.0
83,2020-01-14,61.540001000000004,61.540001000000004,61.540001000000004,61.540001000000004,60.956512,0.0
84,2020-01-15,61.619999,61.619999,61.619999,61.619999,61.035751,0.0
85,2020-01-16,61.595001,61.595001,61.595001,61.595001,61.010994,0.0
86,2020-01-17,62.07,62.07,62.07,62.07,61.481487,0.0
87,2020-01-20,62.244999,62.244999,62.244999,62.244999,61.654827000000004,0.0
88,2020-01-21,62.080002,62.080002,62.080002,62.080002,61.49139399999999,0.0
89,2020-01-22,61.73,61.73,61.73,61.73,61.144711,0.0
90,2020-01-23,61.450001,61.450001,61.450001,61.450001,60.867367,0.0
91,2020-01-24,61.799999,61.799999,61.799999,61.799999,61.214045999999996,0.0
92,2020-01-27,60.584998999999996,60.584998999999996,60.584998999999996,60.584998999999996,60.010567,0.0
93,2020-01-28,61.514998999999996,61.514998999999996,61.514998999999996,61.514998999999996,60.931746999999994,0.0
94,2020-01-29,61.639998999999996,61.639998999999996,61.639998999999996,61.639998999999996,61.055565,0.0
95,2020-01-30,60.625,60.625,60.625,60.625,60.05019,0.0
96,2020-01-31,59.875,59.875,59.875,59.875,59.307301,0.0
97,2020-02-03,60.625,60.625,60.625,60.625,60.625,0.0
98,2020-02-04,61.445,61.445,61.445,61.445,61.445,0.0
99,2020-02-05,61.98,61.98,61.98,61.98,61.98,0.0
100,2020-02-06,62.634997999999996,62.634997999999996,62.634997999999996,62.634997999999996,62.634997999999996,0.0
101,2020-02-07,62.66,62.66,62.66,62.66,62.66,0.0
