,Date,Open,High,Low,Close,Adj Close,Volume
0,2019-09-16,78.760002,78.760002,78.760002,79.0,78.350792,997.0
1,2019-09-17,79.800003,82.800003,79.699997,81.5,80.830246,167139.0
2,2019-09-18,82.031998,82.031998,82.031998,81.5,80.830246,242.0
3,2019-09-19,80.82,80.82,80.82,81.699997,81.028603,1.0
4,2019-09-20,80.199997,82.800003,80.199997,82.0,81.326141,12022.0
5,2019-09-23,81.720001,81.720001,81.720001,82.5,81.822029,352.0
6,2019-09-24,81.0,81.0,81.0,82.5,81.822029,1391.0
7,2019-09-25,82.800003,84.199997,82.08000200000001,83.599998,82.912987,106448.0
8,2019-09-26,84.800003,88.599998,83.720001,88.599998,87.871902,149539.0
9,2019-09-27,86.0,86.860001,84.5,85.400002,84.698204,433418.0
10,2019-09-30,84.839996,85.0,84.839996,85.5,84.797379,3463.0
11,2019-10-01,86.800003,86.800003,84.0,84.0,83.309708,8810.0
12,2019-10-02,84.0,86.800003,84.0,85.400002,84.698204,19487.0
13,2019-10-03,84.0,85.540001,83.962997,84.5,83.805595,21371.0
14,2019-10-04,85.0,85.0,84.0,84.5,83.805595,21906.0
15,2019-10-07,84.839996,84.839996,84.0,85.5,84.797379,4970.0
16,2019-10-08,84.139999,85.540001,84.0,86.0,85.293266,24128.0
17,2019-10-09,85.0,85.0,85.0,85.0,84.30148299999999,32884.0
18,2019-10-10,84.400002,85.0,84.400002,84.400002,83.70642099999999,2319.0
19,2019-10-11,84.400002,86.0,84.0,86.0,85.293266,8209.0
20,2019-10-14,85.0,86.0,84.400002,84.400002,83.70642099999999,32988.0
21,2019-10-15,84.529999,84.529999,84.519997,85.699997,84.995728,1266.0
22,2019-10-16,86.0,86.0,84.5,86.5,85.789162,61011.0
23,2019-10-17,87.0,87.0,85.139999,87.900002,87.177658,55405.0
24,2019-10-18,86.0,87.800003,85.444,87.599998,86.880119,31641.0
25,2019-10-21,86.147003,86.147003,86.147003,88.0,87.276833,2250.0
26,2019-10-22,87.0,87.103996,86.0,86.400002,85.68998,58025.0
27,2019-10-23,86.0,86.400002,86.0,86.400002,85.68998,9037.0
28,2019-10-24,85.199997,86.0,85.089996,86.0,85.293266,37794.0
29,2019-10-25,85.0,86.0,82.0,84.400002,83.70642099999999,94269.0
30,2019-10-28,84.599998,86.0,82.0,84.300003,83.607239,345561.0
31,2019-10-29,86.0,86.0,83.0,84.5,83.805595,21583.0
32,2019-10-30,82.599998,83.0,82.0,83.5,82.813812,61171.0
33,2019-10-31,83.0,84.0,83.0,84.0,83.309708,3127.0
34,2019-11-01,83.0,83.0,83.0,83.0,82.317924,3827.0
35,2019-11-04,84.0,84.0,82.0,82.0,81.326141,33017.0
36,2019-11-05,85.800003,85.800003,82.0,84.5,83.805595,43880.0
37,2019-11-06,83.0,85.800003,82.57,84.199997,83.508057,17650.0
38,2019-11-07,85.800003,85.800003,83.139999,84.300003,83.607239,31074.0
39,2019-11-08,82.599998,83.139999,82.599998,84.5,83.805595,11933.0
40,2019-11-11,83.0,84.82,82.406998,84.5,83.805595,19437.0
41,2019-11-12,83.0,84.834,81.0,81.0,80.334358,101356.0
42,2019-11-13,83.0,84.624001,83.0,84.5,83.805595,3650.0
43,2019-11-14,84.5,84.5,84.5,84.5,83.805595,0.0
44,2019-11-15,83.0,84.400002,83.0,83.0,82.317924,1114.0
45,2019-11-18,83.0,84.599998,82.0,83.0,82.317924,37680.0
46,2019-11-19,84.0,85.0,84.0,85.0,84.30148299999999,13743.0
47,2019-11-20,84.199997,85.244003,84.0,84.5,83.805595,175473.0
48,2019-11-21,85.800003,85.800003,83.199997,85.0,84.30148299999999,15218.0
49,2019-11-22,83.0,84.095001,83.0,85.0,84.30148299999999,3140.0
50,2019-11-25,85.800003,86.800003,84.089996,85.400002,84.698204,27893.0
51,2019-11-26,85.199997,85.199997,84.0,85.0,84.30148299999999,37215.0
52,2019-11-27,85.0,86.0,84.089996,87.0,86.285049,45608.0
53,2019-11-28,87.800003,96.0,87.800003,93.0,92.235741,272899.0
54,2019-11-29,97.0,100.252998,94.0,96.5,95.706978,125805.0
55,2019-12-02,95.599998,96.760002,94.307999,94.699997,93.921768,47675.0
56,2019-12-03,94.599998,95.400002,94.160004,94.300003,93.525063,54922.0
