,Date,Open,High,Low,Close,Adj Close,Volume
0,2019-09-16,856.0,856.0,804.7349849999999,832.5,829.457642,1120216.0
1,2019-09-17,831.0,831.0,803.5,820.5,817.501526,600821.0
2,2019-09-18,823.0,823.0,765.549988,801.0,798.072754,937136.0
3,2019-09-19,801.0,802.924988,774.5,793.0,790.10199,751606.0
4,2019-09-20,795.0,813.5,793.580017,810.5,807.538025,621873.0
5,2019-09-23,826.0,873.5,818.0,871.0,867.816956,2055532.0
6,2019-09-24,879.5,879.5,833.0,834.0,830.9521480000001,1120779.0
7,2019-09-25,836.5,842.5,793.0,828.5,825.47229,879196.0
8,2019-09-26,840.0,858.974976,791.5,791.5,788.607483,486370.0
9,2019-09-27,799.5,809.5,781.5,795.0,792.094666,587773.0
10,2019-09-30,790.0,843.5,790.0,824.0,820.988708,684498.0
11,2019-10-01,829.5,852.0,818.0,838.0,834.9375610000001,2352996.0
12,2019-10-02,835.0,852.0910029999999,800.0,805.5,802.556335,562470.0
13,2019-10-03,813.5,813.5,762.5,782.5,779.6403809999999,763822.0
14,2019-10-04,788.0,807.5,786.5,802.0,799.069092,825343.0
15,2019-10-07,792.5,810.0,775.5,798.5,795.581909,393976.0
16,2019-10-08,801.5,810.950012,760.5,760.5,757.7207639999999,791004.0
17,2019-10-09,760.0,781.0,760.0,770.0,767.186035,289123.0
18,2019-10-10,766.0,775.187012,758.5,764.0,761.2080080000001,1351158.0
19,2019-10-11,775.0,815.0,756.367004,787.5,784.62207,497418.0
20,2019-10-14,779.0,811.5,756.367004,790.0,787.112976,401439.0
21,2019-10-15,790.0,797.0,750.0,794.0,791.098328,1202665.0
22,2019-10-16,790.0,808.0,772.375,808.0,805.04718,1018300.0
23,2019-10-17,806.0,852.5,806.0,814.5,811.5234379999999,1303353.0
24,2019-10-18,823.5,823.5,799.0,800.0,797.076416,355058.0
25,2019-10-21,811.0,843.4310300000001,803.650024,828.0,824.974121,1539768.0
26,2019-10-22,829.0,835.5,798.5,808.0,805.04718,715241.0
27,2019-10-23,807.0,821.5,774.5,821.5,818.4978639999999,1121366.0
